metric,date,value
International trade: Exporting (selling abroad + a mix of both) %SMEs,2012-07-01,7.389162561576355
How do you expect your firm to be performing in 12 months compared to now?,2012-07-01,16.25615763546798
Much weaker,2012-07-01,19.974874371859297
Index value,2012-07-01,67.46231155778895
International trade: Not active internationally (% SMEs),2012-07-01,12.562814070351758
About the same,2012-07-01,34.11619283065513
Somewhat weaker,2012-07-01,45.11742892459827
Much weaker,2012-07-01,20.7663782447466
Canada - outlook on 12 months,2012-08-01,60.0
Canada - outlook on 3 months,2012-08-01,57.076566125290014
Number of responses,2012-08-01,-0.13142175129103872
Margin of error,2012-08-01,910.0
Long-term index (12 months),2012-08-01,3.2486683662457994
Construction,2012-08-01,52.57731958762886
Wholesale,2012-08-01,58.21678321678322
Retail,2012-08-01,63.67781155015197
Transportation,2012-08-01,62.55605381165918
"Info., arts, recreation",2012-08-01,58.974358974358964
"Finance, insur. realty",2012-08-01,52.77777777777778
"Prof., business services",2012-08-01,71.05263157894736
Health & education serv.,2012-08-01,62.97709923664122
Hospitality,2012-08-01,63.8613861386139
Personal services,2012-08-01,62.7906976744186
Newfoundland & Lab.,2012-08-01,56.75675675675676
Prince Edward Is.,2012-08-01,59.26829268292683
Quebec,2012-08-01,63.63636363636363
Ontario,2012-08-01,56.896551724137936
Manitoba,2012-08-01,54.76190476190476
Saskatchewan,2012-08-01,60.41666666666667
Alberta,2012-08-01,61.5546218487395
British Columbia,2012-08-01,59.70363288718929
Short-term index,2012-08-01,61.05769230769231
Agriculture,2012-08-01,69.81132075471699
Natural resources*,2012-08-01,67.81914893617022
Construction,2012-08-01,58.611111111111114
Retail,2012-08-01,50.0
"Info., arts, recreation",2012-08-01,56.678700361010826
"Finance, insur. realty",2012-08-01,57.74193548387097
"Prof., business services",2012-08-01,60.238095238095234
Health & education serv.,2012-08-01,58.42391304347826
Hospitality,2012-08-01,50.71428571428571
Personal and other services,2012-08-01,66.66666666666666
Newfoundland & Lab.,2012-08-01,57.258064516129025
Prince Edward Is.,2012-08-01,58.9347079037801
Nova Scotia,2012-08-01,52.49999999999999
New Brunswick,2012-08-01,57.476635514018696
Quebec,2012-08-01,55.38461538461539
Manitoba,2012-08-01,57.94701986754966
Saskatchewan,2012-08-01,49.24812030075188
Alberta,2012-08-01,47.524752475247524
British Columbia,2012-08-01,56.024096385542165
Survey results (% response),2012-08-01,58.55855855855856
How do you expect your firm to be performing in 12 months compared to now?,2012-08-01,55.95
Much stronger,2012-08-01,59.89583333333333
Somewhat stronger,2012-08-01,67.14285714285714
About the same,2012-08-01,62.5
Somewhat weaker,2012-08-01,55.11695906432749
Accounts receivable,2012-08-01,5.980066445182724
Better than normal,2012-08-01,32.11517165005537
Normal,2012-08-01,43.74307862679956
Worse than normal,2012-08-01,16.27906976744186
What kinds of capital expenditures do you plan to make within the next 3 or 4 months?,2012-08-01,1.8826135105204873
"Land, buildings, renovations",2012-08-01,15.106732348111658
None of the above,2012-08-01,61.74055829228243
"Currently, what is the general business situation of your company?",2012-08-01,23.15270935960591
"In the next year, how much do you expect average prices to change?",2012-08-01,7.066666666666666
Price Reduction,2012-08-01,69.2
0% change,2012-08-01,23.733333333333334
0.015,2012-08-01,13.983548766157462
0.02,2012-08-01,34.5475910693302
0.025,2012-08-01,17.508813160987074
0.03,2012-08-01,22.09165687426557
0.035,2012-08-01,42.30317273795535
0.055,2012-08-01,40.656851642129105
+6.0% or greater,2012-08-01,47.90486976217441
Avg price plans,2012-08-01,11.43827859569649
0% change,2012-08-01,4.648390941597139
0.005,2012-08-01,33.849821215733016
0.01,2012-08-01,4.529201430274136
0.015,2012-08-01,6.793802145411204
0.02,2012-08-01,4.529201430274136
0.025,2012-08-01,12.872467222884387
0.03,2012-08-01,4.052443384982122
0.035,2012-08-01,9.415971394517282
0.04,2012-08-01,1.5494636471990464
0.045,2012-08-01,3.4564958283671037
0.05,2012-08-01,0.3575685339690107
0.055,2012-08-01,9.65435041716329
+6.0% or greater,2012-08-01,0.11918951132300357
Avg wage plans,2012-08-01,4.171632896305125
"Fuel, energy",2012-08-01,1.598927294398093
Product inputs,2012-08-01,1.9002375296912115
"Capital equipment, technology",2012-08-01,31.47268408551069
Occupancy,2012-08-01,6.0570071258907365
Insurance,2012-08-01,7.363420427553444
"Taxes, regulations",2012-08-01,4.86935866983373
Fuel costs ,2012-08-01,16.864608076009503
Electricity costs,2012-08-01,7.244655581947744
Other energy costs,2012-08-01,9.619952494061758
What factors are limiting your ability to increase sales or production?,2012-08-01,1.9002375296912115
Insufficient domestic demand,2012-08-01,2.6128266033254155
Insufficient foreign demand,2012-08-01,0.23752969121140144
Shortage of skilled labour,2012-08-01,7.244655581947744
Shortage of un/semi-skilled labour,2012-08-01,0.35629453681710216
Shortage of working capital,2012-08-01,2.2565320665083135
Product distribution constraints,2012-08-01,1.633016627078385
How are your expected full-time employment levels to change in the next 3 or 4 months?,2012-08-01,60.86956521739131
Up,2012-08-01,47.23854289071681
Same,2012-08-01,17.508813160987074
Down,2012-08-01,23.854289071680377
"Performance expectations next 3 or 4 months : Allowing for normal seasonal influences, what is your business performance and expectations? (select one answer for each)",2012-08-01,21.034077555816687
Up,2012-08-01,19.506462984723854
Same,2012-08-01,46.650998824911866
Down,2012-08-01,60.39952996474736
Much stronger,2012-08-01,36.310223266745005
Somewhat stronger,2012-08-01,8.108108108108109
About the same,2012-08-01,36.89776733254994
Somewhat weaker,2012-08-01,15.511163337250295
Much weaker,2012-08-01,22.679200940070505
Index value,2012-08-01,3.8777908343125738
International trade: Exporting (selling abroad + a mix of both) %SMEs,2012-08-01,8.578143360752057
How do you expect your firm to be performing in 12 months compared to now?,2012-08-01,14.101057579318448
Much weaker,2012-08-01,17.724550898203592
Index value,2012-08-01,70.4191616766467
International trade: Not active internationally (% SMEs),2012-08-01,11.8562874251497
About the same,2012-08-01,32.67670915411356
Somewhat weaker,2012-08-01,48.783314020857475
Much weaker,2012-08-01,18.53997682502897
Canada - outlook on 12 months,2012-09-01,62.0108695652174
Canada - outlook on 3 months,2012-09-01,58.372093023255815
Number of responses,2012-09-01,-0.013077733698807492
Margin of error,2012-09-01,920.0
Long-term index (12 months),2012-09-01,3.230964319639356
Construction,2012-09-01,53.333333333333336
Wholesale,2012-09-01,58.92857142857143
Retail,2012-09-01,65.24064171122994
Transportation,2012-09-01,62.61061946902655
"Info., arts, recreation",2012-09-01,61.24999999999999
"Finance, insur. realty",2012-09-01,58.44155844155844
"Prof., business services",2012-09-01,70.63492063492063
Health & education serv.,2012-09-01,63.13868613138687
Hospitality,2012-09-01,64.9096385542169
Personal services,2012-09-01,63.33333333333333
Newfoundland & Lab.,2012-09-01,56.83453237410072
Prince Edward Is.,2012-09-01,57.98969072164948
Quebec,2012-09-01,63.52941176470588
Ontario,2012-09-01,53.846153846153854
Manitoba,2012-09-01,55.50458715596331
Saskatchewan,2012-09-01,62.62626262626263
Alberta,2012-09-01,61.443661971830984
British Columbia,2012-09-01,59.600347523892275
Short-term index,2012-09-01,57.92079207920792
Agriculture,2012-09-01,67.91666666666667
Natural resources*,2012-09-01,71.15384615384616
Construction,2012-09-01,58.64022662889519
Retail,2012-09-01,49.5
"Info., arts, recreation",2012-09-01,52.73972602739726
"Finance, insur. realty",2012-09-01,60.51873198847262
"Prof., business services",2012-09-01,61.79245283018868
Health & education serv.,2012-09-01,58.333333333333336
Hospitality,2012-09-01,53.289473684210535
Personal and other services,2012-09-01,65.57377049180327
Newfoundland & Lab.,2012-09-01,59.92366412213741
Prince Edward Is.,2012-09-01,60.8150470219436
Nova Scotia,2012-09-01,57.2463768115942
New Brunswick,2012-09-01,54.54545454545454
Quebec,2012-09-01,53.57142857142857
Manitoba,2012-09-01,59.03225806451613
Saskatchewan,2012-09-01,47.72727272727273
Alberta,2012-09-01,50.48543689320388
British Columbia,2012-09-01,57.52688172043011
Survey results (% response),2012-09-01,60.64638783269962
How do you expect your firm to be performing in 12 months compared to now?,2012-09-01,55.68807339449542
Much stronger,2012-09-01,59.677419354838705
Somewhat stronger,2012-09-01,65.25423728813558
About the same,2012-09-01,65.60693641618496
Somewhat weaker,2012-09-01,54.36746987951807
Accounts receivable,2012-09-01,5.119825708061002
Better than normal,2012-09-01,35.5119825708061
Normal,2012-09-01,42.810457516339866
Worse than normal,2012-09-01,14.4880174291939
What kinds of capital expenditures do you plan to make within the next 3 or 4 months?,2012-09-01,2.0697167755991286
"Land, buildings, renovations",2012-09-01,13.0
None of the above,2012-09-01,63.0
"Currently, what is the general business situation of your company?",2012-09-01,24.0
"In the next year, how much do you expect average prices to change?",2012-09-01,7.6716016150740245
Price Reduction,2012-09-01,70.12113055181696
0% change,2012-09-01,22.207267833109018
0.015,2012-09-01,14.736842105263156
0.02,2012-09-01,34.385964912280706
0.025,2012-09-01,15.087719298245613
0.03,2012-09-01,20.0
0.035,2012-09-01,43.74269005847953
0.055,2012-09-01,40.94488188976378
+6.0% or greater,2012-09-01,47.13160854893139
Avg price plans,2012-09-01,11.923509561304838
0% change,2012-09-01,5.562130177514793
0.005,2012-09-01,33.6094674556213
0.01,2012-09-01,4.142011834319527
0.015,2012-09-01,6.8639053254437865
0.02,2012-09-01,5.325443786982249
0.025,2012-09-01,12.781065088757396
0.03,2012-09-01,4.378698224852071
0.035,2012-09-01,6.982248520710059
0.04,2012-09-01,1.301775147928994
0.045,2012-09-01,3.7869822485207103
0.05,2012-09-01,0.35502958579881655
0.055,2012-09-01,10.29585798816568
+6.0% or greater,2012-09-01,0.7100591715976331
Avg wage plans,2012-09-01,3.9053254437869818
"Fuel, energy",2012-09-01,1.5449704142011833
Product inputs,2012-09-01,2.2326674500587544
"Capital equipment, technology",2012-09-01,32.78495887191539
Occupancy,2012-09-01,5.052878965922444
Insurance,2012-09-01,6.933019976498238
"Taxes, regulations",2012-09-01,5.405405405405405
Fuel costs ,2012-09-01,17.508813160987074
Electricity costs,2012-09-01,6.110458284371328
Other energy costs,2012-09-01,8.695652173913043
What factors are limiting your ability to increase sales or production?,2012-09-01,1.645123384253819
Insufficient domestic demand,2012-09-01,2.937720329024677
Insufficient foreign demand,2012-09-01,0.4700352526439483
Shortage of skilled labour,2012-09-01,7.050528789659224
Shortage of un/semi-skilled labour,2012-09-01,0.35252643948296125
Shortage of working capital,2012-09-01,2.82021151586369
Product distribution constraints,2012-09-01,1.6216216216216217
How are your expected full-time employment levels to change in the next 3 or 4 months?,2012-09-01,63.62573099415205
Up,2012-09-01,45.49707602339181
Same,2012-09-01,18.01169590643275
Down,2012-09-01,21.169590643274855
"Performance expectations next 3 or 4 months : Allowing for normal seasonal influences, what is your business performance and expectations? (select one answer for each)",2012-09-01,15.204678362573098
Up,2012-09-01,20.350877192982455
Same,2012-09-01,41.16959064327486
Down,2012-09-01,55.08771929824562
Much stronger,2012-09-01,36.0233918128655
Somewhat stronger,2012-09-01,8.421052631578947
About the same,2012-09-01,36.140350877192986
Somewhat weaker,2012-09-01,17.192982456140353
Much weaker,2012-09-01,22.105263157894736
Index value,2012-09-01,4.2105263157894735
International trade: Exporting (selling abroad + a mix of both) %SMEs,2012-09-01,8.88888888888889
How do you expect your firm to be performing in 12 months compared to now?,2012-09-01,15.67251461988304
Much weaker,2012-09-01,17.514792899408285
Index value,2012-09-01,70.17751479289942
International trade: Not active internationally (% SMEs),2012-09-01,12.307692307692308
About the same,2012-09-01,35.307781649245065
Somewhat weaker,2012-09-01,46.10917537746806
Much weaker,2012-09-01,18.583042973286876
Canada - outlook on 12 months,2012-10-01,66.6086956521739
Canada - outlook on 3 months,2012-10-01,58.92364305427783
Number of responses,2012-10-01,-0.045953225805506204
Margin of error,2012-10-01,1150.0
Long-term index (12 months),2012-10-01,2.889862340635984
Construction,2012-10-01,54.86725663716814
Wholesale,2012-10-01,60.03039513677811
Retail,2012-10-01,66.07142857142857
Transportation,2012-10-01,62.92134831460674
"Info., arts, recreation",2012-10-01,65.11194029850746
"Finance, insur. realty",2012-10-01,61.25000000000001
"Prof., business services",2012-10-01,72.85714285714286
Health & education serv.,2012-10-01,60.00000000000001
Hospitality,2012-10-01,67.7966101694915
Personal services,2012-10-01,67.24137931034483
Newfoundland & Lab.,2012-10-01,58.9041095890411
Prince Edward Is.,2012-10-01,66.15720524017468
Quebec,2012-10-01,65.17857142857143
Ontario,2012-10-01,53.92857142857144
Manitoba,2012-10-01,61.111111111111114
Saskatchewan,2012-10-01,60.483870967741936
Alberta,2012-10-01,63.25088339222616
British Columbia,2012-10-01,61.66281755196306
Short-term index,2012-10-01,58.40707964601769
Agriculture,2012-10-01,68.42105263157895
Natural resources*,2012-10-01,72.03389830508475
Construction,2012-10-01,62.984054669703866
Retail,2012-10-01,50.0
"Info., arts, recreation",2012-10-01,52.083333333333336
"Finance, insur. realty",2012-10-01,60.969387755102034
"Prof., business services",2012-10-01,60.3515625
Health & education serv.,2012-10-01,55.33596837944663
Hospitality,2012-10-01,55.84415584415585
Personal and other services,2012-10-01,66.91176470588235
Newfoundland & Lab.,2012-10-01,59.93150684931508
Prince Edward Is.,2012-10-01,62.1661721068249
Nova Scotia,2012-10-01,66.04938271604938
New Brunswick,2012-10-01,52.22222222222223
Quebec,2012-10-01,59.112149532710276
Manitoba,2012-10-01,61.61290322580645
Saskatchewan,2012-10-01,47.67441860465116
Alberta,2012-10-01,54.03225806451613
British Columbia,2012-10-01,58.547008547008545
Survey results (% response),2012-10-01,61.417322834645674
How do you expect your firm to be performing in 12 months compared to now?,2012-10-01,56.76113360323887
Much stronger,2012-10-01,59.22330097087379
Somewhat stronger,2012-10-01,65.50387596899225
About the same,2012-10-01,62.05357142857143
Somewhat weaker,2012-10-01,56.626506024096386
Accounts receivable,2012-10-01,7.111597374179431
Better than normal,2012-10-01,38.074398249452955
Normal,2012-10-01,40.91903719912472
Worse than normal,2012-10-01,11.487964989059082
What kinds of capital expenditures do you plan to make within the next 3 or 4 months?,2012-10-01,2.4070021881838075
"Land, buildings, renovations",2012-10-01,14.745972738537795
None of the above,2012-10-01,62.825278810408925
"Currently, what is the general business situation of your company?",2012-10-01,22.428748451053284
"In the next year, how much do you expect average prices to change?",2012-10-01,9.454191033138402
Price Reduction,2012-10-01,66.95906432748538
0% change,2012-10-01,23.586744639376217
0.015,2012-10-01,17.22689075630252
0.02,2012-10-01,34.87394957983193
0.025,2012-10-01,16.72268907563025
0.03,2012-10-01,18.403361344537817
0.035,2012-10-01,41.596638655462186
0.055,2012-10-01,41.86234817813765
+6.0% or greater,2012-10-01,45.18218623481781
Avg price plans,2012-10-01,12.955465587044534
0% change,2012-10-01,5.58848433530906
0.005,2012-10-01,33.27688399661304
0.01,2012-10-01,5.50381033022862
0.015,2012-10-01,7.705334462320068
0.02,2012-10-01,3.810330228619814
0.025,2012-10-01,11.43099068585944
0.03,2012-10-01,4.995766299745978
0.035,2012-10-01,8.806096528365792
0.04,2012-10-01,1.100762066045724
0.045,2012-10-01,2.87891617273497
0.05,2012-10-01,0.5927180355630821
0.055,2012-10-01,8.806096528365792
+6.0% or greater,2012-10-01,0.42337002540220153
Avg wage plans,2012-10-01,5.080440304826419
"Fuel, energy",2012-10-01,1.5503810330228618
Product inputs,2012-10-01,2.205258693808312
"Capital equipment, technology",2012-10-01,29.855810008481765
Occupancy,2012-10-01,5.258693808312128
Insurance,2012-10-01,8.821034775233247
"Taxes, regulations",2012-10-01,5.682782018659881
Fuel costs ,2012-10-01,18.744698897370654
Electricity costs,2012-10-01,5.258693808312128
Other energy costs,2012-10-01,11.02629346904156
What factors are limiting your ability to increase sales or production?,2012-10-01,1.441899915182358
Insufficient domestic demand,2012-10-01,2.035623409669211
Insufficient foreign demand,2012-10-01,0.16963528413910092
Shortage of skilled labour,2012-10-01,6.615776081424936
Shortage of un/semi-skilled labour,2012-10-01,0.16963528413910092
Shortage of working capital,2012-10-01,2.7141645462256148
Product distribution constraints,2012-10-01,1.623409669211196
How are your expected full-time employment levels to change in the next 3 or 4 months?,2012-10-01,61.42857142857143
Up,2012-10-01,46.72268907563025
Same,2012-10-01,20.084033613445378
Down,2012-10-01,22.268907563025213
"Performance expectations next 3 or 4 months : Allowing for normal seasonal influences, what is your business performance and expectations? (select one answer for each)",2012-10-01,20.084033613445378
Up,2012-10-01,23.52941176470588
Same,2012-10-01,46.21848739495798
Down,2012-10-01,56.05042016806723
Much stronger,2012-10-01,35.96638655462185
Somewhat stronger,2012-10-01,8.067226890756302
About the same,2012-10-01,32.436974789915965
Somewhat weaker,2012-10-01,16.63865546218487
Much weaker,2012-10-01,22.521008403361346
Index value,2012-10-01,3.697478991596639
International trade: Exporting (selling abroad + a mix of both) %SMEs,2012-10-01,7.647058823529412
How do you expect your firm to be performing in 12 months compared to now?,2012-10-01,16.134453781512605
Much weaker,2012-10-01,19.88155668358714
Index value,2012-10-01,68.44331641285956
International trade: Not active internationally (% SMEs),2012-10-01,11.6751269035533
About the same,2012-10-01,34.596375617792425
Somewhat weaker,2012-10-01,48.352553542009886
Much weaker,2012-10-01,17.051070840197692
Canada - outlook on 12 months,2012-11-01,62.60288065843621
Canada - outlook on 3 months,2012-11-01,53.98907103825137
Number of responses,2012-11-01,0.4755745917804699
Margin of error,2012-11-01,972.0
Long-term index (12 months),2012-11-01,3.1433514655879624
Construction,2012-11-01,55.5045871559633
Wholesale,2012-11-01,61.40350877192983
Retail,2012-11-01,65.5829596412556
Transportation,2012-11-01,61.5234375
"Info., arts, recreation",2012-11-01,64.13043478260869
"Finance, insur. realty",2012-11-01,63.58024691358024
"Prof., business services",2012-11-01,76.51515151515152
Health & education serv.,2012-11-01,65.21739130434783
Hospitality,2012-11-01,66.3101604278075
Personal services,2012-11-01,63.97849462365591
Newfoundland & Lab.,2012-11-01,60.44776119402986
Prince Edward Is.,2012-11-01,67.46987951807229
Quebec,2012-11-01,65.17857142857142
Ontario,2012-11-01,54.1958041958042
Manitoba,2012-11-01,62.204724409448815
Saskatchewan,2012-11-01,61.36363636363637
Alberta,2012-11-01,61.77606177606178
British Columbia,2012-11-01,62.83682634730538
Short-term index,2012-11-01,59.75609756097561
Agriculture,2012-11-01,67.2
Natural resources*,2012-11-01,68.69918699186992
Construction,2012-11-01,66.77631578947368
Retail,2012-11-01,49.04761904761905
"Info., arts, recreation",2012-11-01,49.221183800623045
"Finance, insur. realty",2012-11-01,58.90736342042755
"Prof., business services",2012-11-01,58.606557377049185
Health & education serv.,2012-11-01,55.02958579881657
Hospitality,2012-11-01,57.99999999999999
Personal and other services,2012-11-01,68.25396825396825
Newfoundland & Lab.,2012-11-01,61.70886075949367
Prince Edward Is.,2012-11-01,59.7765363128492
Nova Scotia,2012-11-01,66.0919540229885
New Brunswick,2012-11-01,52.84552845528455
Quebec,2012-11-01,59.26724137931034
Manitoba,2012-11-01,63.39869281045751
Saskatchewan,2012-11-01,48.10606060606061
Alberta,2012-11-01,53.84615384615384
British Columbia,2012-11-01,59.05511811023622
Survey results (% response),2012-11-01,54.05982905982906
How do you expect your firm to be performing in 12 months compared to now?,2012-11-01,55.919494869771114
Much stronger,2012-11-01,57.207207207207205
Somewhat stronger,2012-11-01,60.83333333333333
About the same,2012-11-01,56.89655172413793
Somewhat weaker,2012-11-01,58.56481481481482
Accounts receivable,2012-11-01,5.9123343527013255
Better than normal,2012-11-01,35.372069317023445
Normal,2012-11-01,43.22120285423038
Worse than normal,2012-11-01,13.659531090723751
What kinds of capital expenditures do you plan to make within the next 3 or 4 months?,2012-11-01,1.834862385321101
"Land, buildings, renovations",2012-11-01,14.155251141552512
None of the above,2012-11-01,59.05631659056316
"Currently, what is the general business situation of your company?",2012-11-01,26.78843226788432
"In the next year, how much do you expect average prices to change?",2012-11-01,7.52157829839704
Price Reduction,2012-11-01,66.58446362515413
0% change,2012-11-01,25.89395807644883
0.015,2012-11-01,16.48590021691974
0.02,2012-11-01,37.20173535791757
0.025,2012-11-01,17.35357917570499
0.03,2012-11-01,16.16052060737527
0.035,2012-11-01,41.64859002169197
0.055,2012-11-01,40.10471204188482
+6.0% or greater,2012-11-01,47.748691099476446
Avg price plans,2012-11-01,12.146596858638743
0% change,2012-11-01,5.676855895196507
0.005,2012-11-01,31.877729257641924
0.01,2012-11-01,6.004366812227074
0.015,2012-11-01,6.986899563318777
0.02,2012-11-01,3.711790393013101
0.025,2012-11-01,14.519650655021834
0.03,2012-11-01,4.148471615720524
0.035,2012-11-01,8.51528384279476
0.04,2012-11-01,1.0917030567685588
0.045,2012-11-01,2.947598253275109
0.05,2012-11-01,0.6550218340611353
0.055,2012-11-01,8.624454148471617
+6.0% or greater,2012-11-01,0.10917030567685589
Avg wage plans,2012-11-01,5.131004366812228
"Fuel, energy",2012-11-01,1.5545851528384282
Product inputs,2012-11-01,1.2021857923497268
"Capital equipment, technology",2012-11-01,31.80327868852459
Occupancy,2012-11-01,4.808743169398907
Insurance,2012-11-01,9.289617486338798
"Taxes, regulations",2012-11-01,6.448087431693988
Fuel costs ,2012-11-01,19.78142076502732
Electricity costs,2012-11-01,4.808743169398907
Other energy costs,2012-11-01,10.491803278688524
What factors are limiting your ability to increase sales or production?,2012-11-01,1.4207650273224044
Insufficient domestic demand,2012-11-01,2.4043715846994536
Insufficient foreign demand,2012-11-01,0.1092896174863388
Shortage of skilled labour,2012-11-01,5.245901639344262
Shortage of un/semi-skilled labour,2012-11-01,0.1092896174863388
Shortage of working capital,2012-11-01,2.0765027322404372
Product distribution constraints,2012-11-01,1.5693989071038252
How are your expected full-time employment levels to change in the next 3 or 4 months?,2012-11-01,58.45986984815619
Up,2012-11-01,49.457700650759215
Same,2012-11-01,18.76355748373102
Down,2012-11-01,21.69197396963124
"Performance expectations next 3 or 4 months : Allowing for normal seasonal influences, what is your business performance and expectations? (select one answer for each)",2012-11-01,21.800433839479393
Up,2012-11-01,20.498915401301517
Same,2012-11-01,44.36008676789588
Down,2012-11-01,57.59219088937093
Much stronger,2012-11-01,37.310195227765725
Somewhat stronger,2012-11-01,7.37527114967462
About the same,2012-11-01,37.20173535791757
Somewhat weaker,2012-11-01,17.136659436008678
Much weaker,2012-11-01,20.715835140997832
Index value,2012-11-01,3.036876355748373
International trade: Exporting (selling abroad + a mix of both) %SMEs,2012-11-01,6.616052060737528
How do you expect your firm to be performing in 12 months compared to now?,2012-11-01,16.16052060737527
Much weaker,2012-11-01,22.063666300768386
Index value,2012-11-01,65.31284302963776
International trade: Not active internationally (% SMEs),2012-11-01,12.623490669593854
About the same,2012-11-01,30.555555555555557
Somewhat weaker,2012-11-01,47.11538461538461
Much weaker,2012-11-01,22.32905982905983
Canada - outlook on 12 months,2012-12-01,62.26309921962097
Canada - outlook on 3 months,2012-12-01,54.58879618593564
Number of responses,2012-12-01,-0.011744425031900985
Margin of error,2012-12-01,897.0
Long-term index (12 months),2012-12-01,3.2721247601414714
Construction,2012-12-01,56.81818181818181
Wholesale,2012-12-01,60.14925373134328
Retail,2012-12-01,65.02242152466367
Transportation,2012-12-01,61.61417322834646
"Info., arts, recreation",2012-12-01,61.37566137566137
"Finance, insur. realty",2012-12-01,58.33333333333333
"Prof., business services",2012-12-01,70.9090909090909
Health & education serv.,2012-12-01,68.58974358974359
Hospitality,2012-12-01,66.5809768637532
Personal services,2012-12-01,65.65217391304347
Newfoundland & Lab.,2012-12-01,60.526315789473685
Prince Edward Is.,2012-12-01,68.53281853281852
Quebec,2012-12-01,66.26506024096386
Ontario,2012-12-01,54.25531914893617
Manitoba,2012-12-01,62.903225806451616
Saskatchewan,2012-12-01,59.42028985507247
Alberta,2012-12-01,60.0
British Columbia,2012-12-01,63.56502242152467
Short-term index,2012-12-01,61.86440677966102
Agriculture,2012-12-01,67.19999999999999
Natural resources*,2012-12-01,65.69148936170212
Construction,2012-12-01,66.09808102345416
Retail,2012-12-01,51.42857142857142
"Info., arts, recreation",2012-12-01,49.68354430379747
"Finance, insur. realty",2012-12-01,56.60377358490566
"Prof., business services",2012-12-01,56.875
Health & education serv.,2012-12-01,51.10497237569061
Hospitality,2012-12-01,52.816901408450704
Personal and other services,2012-12-01,65.38461538461539
Newfoundland & Lab.,2012-12-01,61.184210526315795
Prince Edward Is.,2012-12-01,59.7560975609756
Nova Scotia,2012-12-01,65.9090909090909
New Brunswick,2012-12-01,46.96969696969697
Quebec,2012-12-01,59.183673469387756
Manitoba,2012-12-01,64.66666666666667
Saskatchewan,2012-12-01,47.30769230769231
Alberta,2012-12-01,53.41880341880342
British Columbia,2012-12-01,55.859375
Survey results (% response),2012-12-01,52.310924369747895
How do you expect your firm to be performing in 12 months compared to now?,2012-12-01,55.77376276512176
Much stronger,2012-12-01,57.87037037037037
Somewhat stronger,2012-12-01,60.68376068376068
About the same,2012-12-01,57.10227272727273
Somewhat weaker,2012-12-01,57.46606334841629
Accounts receivable,2012-12-01,5.174353205849269
Better than normal,2012-12-01,35.43307086614173
Normal,2012-12-01,43.98200224971878
Worse than normal,2012-12-01,11.811023622047244
What kinds of capital expenditures do you plan to make within the next 3 or 4 months?,2012-12-01,3.5995500562429696
"Land, buildings, renovations",2012-12-01,13.628318584070797
None of the above,2012-12-01,64.77876106194691
"Currently, what is the general business situation of your company?",2012-12-01,21.5929203539823
"In the next year, how much do you expect average prices to change?",2012-12-01,8.356164383561644
Price Reduction,2012-12-01,66.43835616438356
0% change,2012-12-01,25.205479452054796
0.015,2012-12-01,14.893617021276595
0.02,2012-12-01,37.234042553191486
0.025,2012-12-01,17.13947990543735
0.03,2012-12-01,18.55791962174941
0.035,2012-12-01,41.48936170212766
0.055,2012-12-01,41.26436781609195
+6.0% or greater,2012-12-01,44.36781609195402
Avg price plans,2012-12-01,14.367816091954023
0% change,2012-12-01,5.601907032181168
0.005,2012-12-01,34.92252681764005
0.01,2012-12-01,5.8402860548271756
0.015,2012-12-01,6.6746126340882
0.02,2012-12-01,5.363528009535161
0.025,2012-12-01,13.706793802145413
0.03,2012-12-01,3.814064362336114
0.035,2012-12-01,7.866507747318235
0.04,2012-12-01,1.5494636471990464
0.045,2012-12-01,2.1454112038140645
0.05,2012-12-01,0.11918951132300357
0.055,2012-12-01,8.462455303933254
+6.0% or greater,2012-12-01,0.23837902264600713
Avg wage plans,2012-12-01,3.6948748510131106
"Fuel, energy",2012-12-01,1.3790226460071515
Product inputs,2012-12-01,1.6568047337278107
"Capital equipment, technology",2012-12-01,31.952662721893493
Occupancy,2012-12-01,5.325443786982249
Insurance,2012-12-01,7.100591715976331
"Taxes, regulations",2012-12-01,6.7455621301775155
Fuel costs ,2012-12-01,18.93491124260355
Electricity costs,2012-12-01,5.562130177514793
Other energy costs,2012-12-01,9.940828402366863
What factors are limiting your ability to increase sales or production?,2012-12-01,1.8934911242603552
Insufficient domestic demand,2012-12-01,1.8934911242603552
Insufficient foreign demand,2012-12-01,0.35502958579881655
Shortage of skilled labour,2012-12-01,5.680473372781065
Shortage of un/semi-skilled labour,2012-12-01,0.1183431952662722
Shortage of working capital,2012-12-01,2.8402366863905324
Product distribution constraints,2012-12-01,1.6076923076923075
How are your expected full-time employment levels to change in the next 3 or 4 months?,2012-12-01,56.73758865248227
Up,2012-12-01,45.508274231678485
Same,2012-12-01,20.803782505910164
Down,2012-12-01,20.212765957446805
"Performance expectations next 3 or 4 months : Allowing for normal seasonal influences, what is your business performance and expectations? (select one answer for each)",2012-12-01,17.494089834515368
Up,2012-12-01,20.56737588652482
Same,2012-12-01,46.09929078014184
Down,2012-12-01,57.919621749408975
Much stronger,2012-12-01,38.4160756501182
Somewhat stronger,2012-12-01,6.619385342789598
About the same,2012-12-01,31.087470449172578
Somewhat weaker,2012-12-01,14.657210401891252
Much weaker,2012-12-01,20.921985815602838
Index value,2012-12-01,3.664302600472813
International trade: Exporting (selling abroad + a mix of both) %SMEs,2012-12-01,8.274231678486997
